競賽場, 競賽類型, 警報, 剩余数, 最大空格, 比率, 出現回数
01_桐　生, 単勝一着, 1, 0, 32, 0, 9343
01_桐　生, 単勝ニ着, 1, 1, 78, 0.013, 4329
01_桐　生, 拡連複, 1  2, 0, 26, 0, 8497
01_桐　生, 二連複, 1  2, 1, 60, 0.017, 4352
01_桐　生, 二連単, 1  2, 8, 106, 0.075, 3004
01_桐　生, 三連複, 1  2  3, 4, 97, 0.041, 2876
01_桐　生, 三連単, 1  2  3, 35, 310, 0.113, 1064
01_桐　生, 三連複, 1  2  4, 13, 112, 0.116, 2420
01_桐　生, 三連単, 1  2  4, 13, 403, 0.032, 788
01_桐　生, 三連複, 1  2  5, 0, 124, 0, 1897
01_桐　生, 三連単, 1  2  5, 8, 486, 0.016, 651
01_桐　生, 三連複, 1  2  6, 3, 235, 0.013, 1304
01_桐　生, 三連単, 1  2  6, 25, 366, 0.068, 501
01_桐　生, 拡連複, 1  3, 4, 34, 0.118, 7537
01_桐　生, 二連複, 1  3, 4, 73, 0.055, 3343
01_桐　生, 二連単, 1  3, 4, 147, 0.027, 2293
01_桐　生, 三連単, 1  3  2, 4, 317, 0.013, 765
01_桐　生, 三連複, 1  3  4, 19, 119, 0.16, 2012
01_桐　生, 三連単, 1  3  4, 20, 429, 0.047, 609
01_桐　生, 三連複, 1  3  5, 11, 172, 0.064, 1582
01_桐　生, 三連単, 1  3  5, 11, 475, 0.023, 535
01_桐　生, 三連複, 1  3  6, 12, 196, 0.061, 1067
01_桐　生, 三連単, 1  3  6, 17, 535, 0.032, 384
01_桐　生, 拡連複, 1  4, 9, 34, 0.265, 6894
01_桐　生, 二連複, 1  4, 9, 99, 0.091, 2722
01_桐　生, 二連単, 1  4, 9, 156, 0.058, 1793
01_桐　生, 三連単, 1  4  2, 15, 354, 0.042, 574
01_桐　生, 三連単, 1  4  3, 28, 400, 0.07, 508
01_桐　生, 三連複, 1  4  5, 9, 203, 0.044, 1457
01_桐　生, 三連単, 1  4  5, 9, 604, 0.015, 412
01_桐　生, 三連複, 1  4  6, 14, 228, 0.061, 1005
01_桐　生, 三連単, 1  4  6, 226, 644, 0.351, 299
01_桐　生, 拡連複, 1  5, 0, 41, 0, 5690
01_桐　生, 二連複, 1  5, 0, 120, 0, 2063
01_桐　生, 二連単, 1  5, 0, 219, 0, 1405
01_桐　生, 三連単, 1  5  2, 0, 611, 0, 478
01_桐　生, 三連単, 1  5  3, 26, 610, 0.043, 376
01_桐　生, 三連単, 1  5  4, 195, 891, 0.219, 301
01_桐　生, 三連複, 1  5  6, 34, 358, 0.095, 754
01_桐　生, 三連単, 1  5  6, 34, 765, 0.044, 250
01_桐　生, 拡連複, 1  6, 3, 69, 0.043, 4130
01_桐　生, 二連複, 1  6, 12, 175, 0.069, 1192
01_桐　生, 二連単, 1  6, 12, 232, 0.052, 848
01_桐　生, 三連単, 1  6  2, 143, 941, 0.152, 263
01_桐　生, 三連単, 1  6  3, 12, 896, 0.013, 198
01_桐　生, 三連単, 1  6  4, 14, 990, 0.014, 224
01_桐　生, 三連単, 1  6  5, 43, 1319, 0.033, 163
01_桐　生, 単勝一着, 2, 1, 65, 0.015, 3578
01_桐　生, 単勝ニ着, 2, 5, 62, 0.081, 4891
01_桐　生, 二連単, 2  1, 1, 171, 0.006, 1348
01_桐　生, 三連単, 2  1  3, 77, 534, 0.144, 417
01_桐　生, 三連単, 2  1  4, 39, 597, 0.065, 384
01_桐　生, 三連単, 2  1  5, 1, 739, 0.001, 300
01_桐　生, 三連単, 2  1  6, 3, 750, 0.004, 247
01_桐　生, 拡連複, 2  3, 4, 41, 0.098, 5212
01_桐　生, 二連複, 2  3, 45, 187, 0.241, 1414
01_桐　生, 二連単, 2  3, 66, 301, 0.219, 769
01_桐　生, 三連単, 2  3  1, 579, 784, 0.739, 227
01_桐　生, 三連複, 2  3  4, 30, 370, 0.081, 1028
01_桐　生, 三連単, 2  3  4, 137, 1109, 0.124, 231
01_桐　生, 三連複, 2  3  5, 45, 432, 0.104, 740
01_桐　生, 三連単, 2  3  5, 66, 1077, 0.061, 162
01_桐　生, 三連複, 2  3  6, 146, 502, 0.291, 568
01_桐　生, 三連単, 2  3  6, 236, 1307, 0.181, 149
01_桐　生, 拡連複, 2  4, 6, 47, 0.128, 4710
01_桐　生, 二連複, 2  4, 53, 219, 0.242, 1248
01_桐　生, 二連単, 2  4, 109, 441, 0.247, 662
01_桐　生, 三連単, 2  4  1, 423, 1022, 0.414, 237
01_桐　生, 三連単, 2  4  3, 109, 1091, 0.1, 180
01_桐　生, 三連複, 2  4  5, 6, 467, 0.013, 745
01_桐　生, 三連単, 2  4  5, 346, 1605, 0.216, 140
01_桐　生, 三連複, 2  4  6, 115, 495, 0.232, 517
01_桐　生, 三連単, 2  4  6, 135, 1987, 0.068, 105
01_桐　生, 拡連複, 2  5, 0, 61, 0, 3811
01_桐　生, 二連複, 2  5, 2, 456, 0.004, 849
01_桐　生, 二連単, 2  5, 2, 626, 0.003, 438
01_桐　生, 三連単, 2  5  1, 2, 1559, 0.001, 132
01_桐　生, 三連単, 2  5  3, 147, 1855, 0.079, 120
01_桐　生, 三連単, 2  5  4, 6, 2925, 0.002, 97
01_桐　生, 三連複, 2  5  6, 5, 903, 0.006, 429
01_桐　生, 三連単, 2  5  6, 533, 2261, 0.236, 89
01_桐　生, 拡連複, 2  6, 3, 80, 0.038, 2818
01_桐　生, 二連複, 2  6, 5, 373, 0.013, 606
01_桐　生, 二連単, 2  6, 131, 707, 0.185, 361
01_桐　生, 三連単, 2  6  1, 331, 1758, 0.188, 99
01_桐　生, 三連単, 2  6  3, 997, 1851, 0.539, 95
01_桐　生, 三連単, 2  6  4, 131, 2546, 0.051, 86
01_桐　生, 三連単, 2  6  5, 1711, 2905, 0.589, 81
01_桐　生, 単勝一着, 3, 7, 97, 0.072, 3173
01_桐　生, 単勝ニ着, 3, 4, 65, 0.062, 4209
01_桐　生, 二連単, 3  1, 93, 233, 0.399, 1050
01_桐　生, 三連単, 3  1  2, 294, 805, 0.365, 227
01_桐　生, 三連単, 3  1  4, 152, 632, 0.241, 341
01_桐　生, 三連単, 3  1  5, 106, 1093, 0.097, 261
01_桐　生, 三連単, 3  1  6, 93, 850, 0.109, 221
01_桐　生, 二連単, 3  2, 45, 366, 0.123, 645
01_桐　生, 三連単, 3  2  1, 55, 1147, 0.048, 176
01_桐　生, 三連単, 3  2  4, 380, 1285, 0.296, 196
01_桐　生, 三連単, 3  2  5, 45, 1132, 0.04, 150
01_桐　生, 三連単, 3  2  6, 399, 1586, 0.252, 123
01_桐　生, 拡連複, 3  4, 7, 67, 0.104, 4311
01_桐　生, 二連複, 3  4, 10, 266, 0.038, 1223
01_桐　生, 二連単, 3  4, 10, 385, 0.026, 631
01_桐　生, 三連単, 3  4  1, 19, 1063, 0.018, 184
01_桐　生, 三連単, 3  4  2, 413, 1756, 0.235, 162
01_桐　生, 三連複, 3  4  5, 7, 513, 0.014, 709
01_桐　生, 三連単, 3  4  5, 72, 1251, 0.058, 158
01_桐　生, 三連複, 3  4  6, 10, 551, 0.018, 562
01_桐　生, 三連単, 3  4  6, 10, 1839, 0.005, 127
01_桐　生, 拡連複, 3  5, 7, 86, 0.081, 3416
01_桐　生, 二連複, 3  5, 7, 359, 0.019, 829
01_桐　生, 二連単, 3  5, 7, 520, 0.013, 485
01_桐　生, 三連単, 3  5  1, 122, 1348, 0.091, 150
01_桐　生, 三連単, 3  5  2, 697, 2191, 0.318, 117
01_桐　生, 三連単, 3  5  4, 7, 1946, 0.004, 121
01_桐　生, 三連複, 3  5  6, 47, 925, 0.051, 385
01_桐　生, 三連単, 3  5  6, 1298, 2358, 0.55, 97
01_桐　生, 拡連複, 3  6, 10, 102, 0.098, 2582
01_桐　生, 二連複, 3  6, 49, 447, 0.11, 573
01_桐　生, 二連単, 3  6, 133, 660, 0.202, 362
01_桐　生, 三連単, 3  6  1, 133, 2119, 0.063, 109
01_桐　生, 三連単, 3  6  2, 146, 2462, 0.059, 90
01_桐　生, 三連単, 3  6  4, 620, 2484, 0.25, 88
01_桐　生, 三連単, 3  6  5, 473, 2230, 0.212, 75
01_桐　生, 単勝一着, 4, 21, 143, 0.147, 3233
01_桐　生, 単勝ニ着, 4, 9, 65, 0.138, 3739
01_桐　生, 二連単, 4  1, 40, 220, 0.182, 929
01_桐　生, 三連単, 4  1  2, 40, 820, 0.049, 272
01_桐　生, 三連単, 4  1  3, 117, 1037, 0.113, 196
01_桐　生, 三連単, 4  1  5, 190, 1672, 0.114, 267
01_桐　生, 三連単, 4  1  6, 57, 844, 0.068, 194
01_桐　生, 二連単, 4  2, 53, 484, 0.11, 586
01_桐　生, 三連単, 4  2  1, 492, 1023, 0.481, 165
01_桐　生, 三連単, 4  2  3, 53, 2067, 0.026, 126
01_桐　生, 三連単, 4  2  5, 213, 1622, 0.131, 168
01_桐　生, 三連単, 4  2  6, 116, 1721, 0.067, 127
01_桐　生, 二連単, 4  3, 30, 456, 0.066, 592
01_桐　生, 三連単, 4  3  1, 105, 1621, 0.065, 174
01_桐　生, 三連単, 4  3  2, 30, 1465, 0.02, 133
01_桐　生, 三連単, 4  3  5, 54, 1736, 0.031, 155
01_桐　生, 三連単, 4  3  6, 149, 2453, 0.061, 130
01_桐　生, 拡連複, 4  5, 6, 81, 0.074, 3478
01_桐　生, 二連複, 4  5, 50, 658, 0.076, 1073
01_桐　生, 二連単, 4  5, 103, 834, 0.124, 663
01_桐　生, 三連単, 4  5  1, 103, 1200, 0.086, 216
01_桐　生, 三連単, 4  5  2, 200, 1691, 0.118, 151
01_桐　生, 三連単, 4  5  3, 237, 2041, 0.116, 118
01_桐　生, 三連複, 4  5  6, 134, 769, 0.174, 567
01_桐　生, 三連単, 4  5  6, 180, 1919, 0.094, 178
01_桐　生, 拡連複, 4  6, 10, 111, 0.09, 2651
01_桐　生, 二連複, 4  6, 21, 474, 0.044, 706
01_桐　生, 二連単, 4  6, 21, 804, 0.026, 463
01_桐　生, 三連単, 4  6  1, 60, 2337, 0.026, 128
01_桐　生, 三連単, 4  6  2, 115, 1990, 0.058, 105
01_桐　生, 三連単, 4  6  3, 21, 2483, 0.008, 106
01_桐　生, 三連単, 4  6  5, 384, 4956, 0.077, 124
01_桐　生, 単勝一着, 5, 38, 194, 0.196, 2097
01_桐　生, 単勝ニ着, 5, 0, 103, 0, 3148
01_桐　生, 二連単, 5  1, 38, 415, 0.092, 658
01_桐　生, 三連単, 5  1  2, 132, 1085, 0.122, 200
01_桐　生, 三連単, 5  1  3, 127, 1669, 0.076, 155
01_桐　生, 三連単, 5  1  4, 314, 1673, 0.188, 154
01_桐　生, 三連単, 5  1  6, 38, 1580, 0.024, 149
01_桐　生, 二連単, 5  2, 95, 1259, 0.075, 411
01_桐　生, 三連単, 5  2  1, 95, 2223, 0.043, 136
01_桐　生, 三連単, 5  2  3, 173, 2647, 0.065, 101
01_桐　生, 三連単, 5  2  4, 559, 2777, 0.201, 83
01_桐　生, 三連単, 5  2  6, 128, 3985, 0.032, 91
01_桐　生, 二連単, 5  3, 42, 1009, 0.042, 344
01_桐　生, 三連単, 5  3  1, 258, 2207, 0.117, 105
01_桐　生, 三連単, 5  3  2, 91, 2508, 0.036, 90
01_桐　生, 三連単, 5  3  4, 42, 3131, 0.013, 76
01_桐　生, 三連単, 5  3  6, 870, 2503, 0.348, 73
01_桐　生, 二連単, 5  4, 50, 981, 0.051, 410
01_桐　生, 三連単, 5  4  1, 62, 2002, 0.031, 107
01_桐　生, 三連単, 5  4  2, 68, 2592, 0.026, 106
01_桐　生, 三連単, 5  4  3, 50, 3762, 0.013, 81
01_桐　生, 三連単, 5  4  6, 673, 3408, 0.197, 116
01_桐　生, 拡連複, 5  6, 5, 197, 0.025, 2135
01_桐　生, 二連複, 5  6, 44, 1183, 0.037, 431
01_桐　生, 二連単, 5  6, 47, 1367, 0.034, 274
01_桐　生, 三連単, 5  6  1, 372, 2760, 0.135, 85
01_桐　生, 三連単, 5  6  2, 197, 4131, 0.048, 76
01_桐　生, 三連単, 5  6  3, 47, 10299, 0.005, 64
01_桐　生, 三連単, 5  6  4, 241, 3823, 0.063, 49
01_桐　生, 単勝一着, 6, 5, 274, 0.018, 1200
01_桐　生, 単勝ニ着, 6, 12, 108, 0.111, 2308
01_桐　生, 二連単, 6  1, 18, 804, 0.022, 344
01_桐　生, 三連単, 6  1  2, 716, 1972, 0.363, 106
01_桐　生, 三連単, 6  1  3, 65, 2803, 0.023, 89
01_桐　生, 三連単, 6  1  4, 18, 3001, 0.006, 85
01_桐　生, 三連単, 6  1  5, 1059, 3285, 0.322, 64
01_桐　生, 二連単, 6  2, 5, 1306, 0.004, 245
01_桐　生, 三連単, 6  2  1, 304, 2406, 0.126, 88
01_桐　生, 三連単, 6  2  3, 595, 3424, 0.174, 63
01_桐　生, 三連単, 6  2  4, 1688, 3094, 0.546, 44
01_桐　生, 三連単, 6  2  5, 5, 4305, 0.001, 50
01_桐　生, 二連単, 6  3, 49, 1104, 0.044, 211
01_桐　生, 三連単, 6  3  1, 75, 3200, 0.023, 66
01_桐　生, 三連単, 6  3  2, 1420, 4910, 0.289, 48
01_桐　生, 三連単, 6  3  4, 49, 3599, 0.014, 55
01_桐　生, 三連単, 6  3  5, 1280, 4144, 0.309, 42
01_桐　生, 二連単, 6  4, 31, 1295, 0.024, 243
01_桐　生, 三連単, 6  4  1, 31, 4556, 0.007, 75
01_桐　生, 三連単, 6  4  2, 474, 3455, 0.137, 50
01_桐　生, 三連単, 6  4  3, 120, 3949, 0.03, 56
01_桐　生, 三連単, 6  4  5, 134, 4411, 0.03, 62
01_桐　生, 二連単, 6  5, 44, 2689, 0.016, 157
01_桐　生, 三連単, 6  5  1, 528, 4597, 0.115, 43
01_桐　生, 三連単, 6  5  2, 44, 7463, 0.006, 42
01_桐　生, 三連単, 6  5  3, 594, 6658, 0.089, 34
01_桐　生, 三連単, 6  5  4, 2687, 5644, 0.476, 38
01_桐　生-01R, 単勝一着, 1, 0, 32, 0, 479
01_桐　生-01R, 単勝ニ着, 1, 4, 78, 0.051, 376
01_桐　生-02R, 単勝一着, 1, 0, 32, 0, 546
01_桐　生-02R, 単勝ニ着, 1, 7, 78, 0.09, 383
01_桐　生-03R, 単勝一着, 1, 3, 32, 0.094, 518
01_桐　生-03R, 単勝ニ着, 1, 10, 78, 0.128, 393
01_桐　生-04R, 単勝一着, 1, 8, 32, 0.25, 532
01_桐　生-04R, 単勝ニ着, 1, 1, 78, 0.013, 354
01_桐　生-05R, 単勝一着, 1, 1, 32, 0.031, 572
01_桐　生-05R, 単勝ニ着, 1, 5, 78, 0.064, 347
01_桐　生-06R, 単勝一着, 1, 0, 32, 0, 1328
01_桐　生-06R, 単勝ニ着, 1, 3, 78, 0.038, 251
01_桐　生-07R, 単勝一着, 1, 1, 32, 0.031, 706
01_桐　生-07R, 単勝ニ着, 1, 0, 78, 0, 377
01_桐　生-08R, 単勝一着, 1, 1, 32, 0.031, 820
01_桐　生-08R, 単勝ニ着, 1, 3, 78, 0.038, 364
01_桐　生-09R, 単勝一着, 1, 1, 32, 0.031, 811
01_桐　生-09R, 単勝ニ着, 1, 0, 78, 0, 426
01_桐　生-10R, 単勝一着, 1, 0, 32, 0, 907
01_桐　生-10R, 単勝ニ着, 1, 11, 78, 0.141, 378
01_桐　生-11R, 単勝一着, 1, 0, 32, 0, 1049
01_桐　生-11R, 単勝ニ着, 1, 6, 78, 0.077, 335
01_桐　生-12R, 単勝一着, 1, 1, 32, 0.031, 1075
01_桐　生-12R, 単勝ニ着, 1, 6, 78, 0.077, 345
01_桐　生-01R, 拡連複, 1  2, 12, 26, 0.462, 494
01_桐　生-01R, 二連複, 1  2, 12, 60, 0.2, 182
01_桐　生-01R, 二連単, 1  2, 12, 106, 0.113, 104
01_桐　生-02R, 拡連複, 1  2, 0, 26, 0, 637
01_桐　生-02R, 二連複, 1  2, 0, 60, 0, 303
01_桐　生-02R, 二連単, 1  2, 0, 106, 0, 164
01_桐　生-03R, 拡連複, 1  2, 4, 26, 0.154, 598
01_桐　生-03R, 二連複, 1  2, 12, 60, 0.2, 293
01_桐　生-03R, 二連単, 1  2, 12, 106, 0.113, 160
01_桐　生-04R, 拡連複, 1  2, 12, 26, 0.462, 592
01_桐　生-04R, 二連複, 1  2, 12, 60, 0.2, 287
01_桐　生-04R, 二連単, 1  2, 12, 106, 0.113, 170
01_桐　生-05R, 拡連複, 1  2, 2, 26, 0.077, 588
01_桐　生-05R, 二連複, 1  2, 2, 60, 0.033, 296
01_桐　生-05R, 二連単, 1  2, 2, 106, 0.019, 182
01_桐　生-06R, 拡連複, 1  2, 0, 26, 0, 876
01_桐　生-06R, 二連複, 1  2, 1, 60, 0.017, 457
01_桐　生-06R, 二連単, 1  2, 1, 106, 0.009, 398
01_桐　生-07R, 拡連複, 1  2, 0, 26, 0, 750
01_桐　生-07R, 二連複, 1  2, 0, 60, 0, 388
01_桐　生-07R, 二連単, 1  2, 2, 106, 0.019, 250
01_桐　生-08R, 拡連複, 1  2, 0, 26, 0, 688
01_桐　生-08R, 二連複, 1  2, 7, 60, 0.117, 299
01_桐　生-08R, 二連単, 1  2, 7, 106, 0.066, 223
01_桐　生-09R, 拡連複, 1  2, 0, 26, 0, 845
01_桐　生-09R, 二連複, 1  2, 0, 60, 0, 464
01_桐　生-09R, 二連単, 1  2, 1, 106, 0.009, 308
01_桐　生-10R, 拡連複, 1  2, 0, 26, 0, 774
01_桐　生-10R, 二連複, 1  2, 13, 60, 0.217, 438
01_桐　生-10R, 二連単, 1  2, 37, 106, 0.349, 298
01_桐　生-11R, 拡連複, 1  2, 2, 26, 0.077, 835
01_桐　生-11R, 二連複, 1  2, 2, 60, 0.033, 484
01_桐　生-11R, 二連単, 1  2, 2, 106, 0.019, 377
01_桐　生-12R, 拡連複, 1  2, 1, 26, 0.038, 820
01_桐　生-12R, 二連複, 1  2, 1, 60, 0.017, 461
01_桐　生-12R, 二連単, 1  2, 1, 106, 0.009, 370
01_桐　生-01R, 三連複, 1  2  3, 12, 97, 0.124, 92
01_桐　生-01R, 三連単, 1  2  3, 12, 310, 0.039, 32
01_桐　生-02R, 三連複, 1  2  3, 2, 97, 0.021, 227
01_桐　生-02R, 三連単, 1  2  3, 6, 310, 0.019, 56
01_桐　生-03R, 三連複, 1  2  3, 4, 97, 0.041, 236
01_桐　生-03R, 三連単, 1  2  3, 12, 310, 0.039, 70
01_桐　生-04R, 三連複, 1  2  3, 19, 97, 0.196, 195
01_桐　生-04R, 三連単, 1  2  3, 19, 310, 0.061, 48
01_桐　生-05R, 三連複, 1  2  3, 6, 97, 0.062, 196
01_桐　生-05R, 三連単, 1  2  3, 32, 310, 0.103, 61
01_桐　生-06R, 三連複, 1  2  3, 0, 97, 0, 319
01_桐　生-06R, 三連単, 1  2  3, 29, 310, 0.094, 144
01_桐　生-07R, 三連複, 1  2  3, 14, 97, 0.144, 257
01_桐　生-07R, 三連単, 1  2  3, 14, 310, 0.045, 85
01_桐　生-08R, 三連複, 1  2  3, 8, 97, 0.082, 155
01_桐　生-08R, 三連単, 1  2  3, 8, 310, 0.026, 54
01_桐　生-09R, 三連複, 1  2  3, 3, 97, 0.031, 302
01_桐　生-09R, 三連単, 1  2  3, 3, 310, 0.01, 117
01_桐　生-10R, 三連複, 1  2  3, 18, 97, 0.186, 275
01_桐　生-10R, 三連単, 1  2  3, 46, 310, 0.148, 114
01_桐　生-11R, 三連複, 1  2  3, 2, 97, 0.021, 308
01_桐　生-11R, 三連単, 1  2  3, 2, 310, 0.006, 147
01_桐　生-12R, 三連複, 1  2  3, 5, 97, 0.052, 314
01_桐　生-12R, 三連単, 1  2  3, 13, 310, 0.042, 136
01_桐　生-01R, 三連複, 1  2  4, 16, 112, 0.143, 290
01_桐　生-01R, 三連単, 1  2  4, 18, 403, 0.045, 41
01_桐　生-02R, 三連複, 1  2  4, 7, 112, 0.063, 186
01_桐　生-02R, 三連単, 1  2  4, 23, 403, 0.057, 47
01_桐　生-03R, 三連複, 1  2  4, 5, 112, 0.045, 155
01_桐　生-03R, 三連単, 1  2  4, 24, 403, 0.06, 30
01_桐　生-04R, 三連複, 1  2  4, 12, 112, 0.107, 163
01_桐　生-04R, 三連単, 1  2  4, 12, 403, 0.03, 47
01_桐　生-05R, 三連複, 1  2  4, 2, 112, 0.018, 151
01_桐　生-05R, 三連単, 1  2  4, 2, 403, 0.005, 44
01_桐　生-06R, 三連複, 1  2  4, 1, 112, 0.009, 231
01_桐　生-06R, 三連単, 1  2  4, 1, 403, 0.002, 109
01_桐　生-07R, 三連複, 1  2  4, 1, 112, 0.009, 202
01_桐　生-07R, 三連単, 1  2  4, 4, 403, 0.01, 67
01_桐　生-08R, 三連複, 1  2  4, 19, 112, 0.17, 151
01_桐　生-08R, 三連単, 1  2  4, 19, 403, 0.047, 57
01_桐　生-09R, 三連複, 1  2  4, 1, 112, 0.009, 207
01_桐　生-09R, 三連単, 1  2  4, 1, 403, 0.002, 74
01_桐　生-10R, 三連複, 1  2  4, 13, 112, 0.116, 218
01_桐　生-10R, 三連単, 1  2  4, 73, 403, 0.181, 70
01_桐　生-11R, 三連複, 1  2  4, 12, 112, 0.107, 250
01_桐　生-11R, 三連単, 1  2  4, 18, 403, 0.045, 103
01_桐　生-12R, 三連複, 1  2  4, 1, 112, 0.009, 216
01_桐　生-12R, 三連単, 1  2  4, 1, 403, 0.002, 99
01_桐　生-01R, 三連複, 1  2  5, 37, 124, 0.298, 71
01_桐　生-01R, 三連単, 1  2  5, 143, 486, 0.294, 18
01_桐　生-02R, 三連複, 1  2  5, 0, 124, 0, 131
01_桐　生-02R, 三連単, 1  2  5, 0, 486, 0, 33
01_桐　生-03R, 三連複, 1  2  5, 6, 124, 0.048, 116
01_桐　生-03R, 三連単, 1  2  5, 23, 486, 0.047, 34
01_桐　生-04R, 三連複, 1  2  5, 47, 124, 0.379, 121
01_桐　生-04R, 三連単, 1  2  5, 47, 486, 0.097, 45
01_桐　生-05R, 三連複, 1  2  5, 3, 124, 0.024, 141
01_桐　生-05R, 三連単, 1  2  5, 3, 486, 0.006, 49
01_桐　生-06R, 三連複, 1  2  5, 12, 124, 0.097, 189
01_桐　生-06R, 三連単, 1  2  5, 12, 486, 0.025, 79
01_桐　生-07R, 三連複, 1  2  5, 51, 124, 0.411, 146
01_桐　生-07R, 三連単, 1  2  5, 51, 486, 0.105, 45
01_桐　生-08R, 三連複, 1  2  5, 0, 124, 0, 291
01_桐　生-08R, 三連単, 1  2  5, 7, 486, 0.014, 84
01_桐　生-09R, 三連複, 1  2  5, 0, 124, 0, 188
01_桐　生-09R, 三連単, 1  2  5, 16, 486, 0.033, 61
01_桐　生-10R, 三連複, 1  2  5, 0, 124, 0, 183
01_桐　生-10R, 三連単, 1  2  5, 37, 486, 0.076, 65
01_桐　生-11R, 三連複, 1  2  5, 6, 124, 0.048, 163
01_桐　生-11R, 三連単, 1  2  5, 13, 486, 0.027, 75
01_桐　生-12R, 三連複, 1  2  5, 4, 124, 0.032, 157
01_桐　生-12R, 三連単, 1  2  5, 37, 486, 0.076, 63
01_桐　生-01R, 三連複, 1  2  6, 64, 235, 0.272, 41
01_桐　生-01R, 三連単, 1  2  6, 106, 366, 0.29, 13
01_桐　生-02R, 三連複, 1  2  6, 13, 235, 0.055, 93
01_桐　生-02R, 三連単, 1  2  6, 13, 366, 0.036, 28
01_桐　生-03R, 三連複, 1  2  6, 27, 235, 0.115, 91
01_桐　生-03R, 三連単, 1  2  6, 48, 366, 0.131, 26
01_桐　生-04R, 三連複, 1  2  6, 28, 235, 0.119, 113
01_桐　生-04R, 三連単, 1  2  6, 115, 366, 0.314, 30
01_桐　生-05R, 三連複, 1  2  6, 9, 235, 0.038, 100
01_桐　生-05R, 三連単, 1  2  6, 37, 366, 0.101, 28
01_桐　生-06R, 三連複, 1  2  6, 10, 235, 0.043, 137
01_桐　生-06R, 三連単, 1  2  6, 10, 366, 0.027, 66
01_桐　生-07R, 三連複, 1  2  6, 0, 235, 0, 145
01_桐　生-07R, 三連単, 1  2  6, 2, 366, 0.005, 53
01_桐　生-08R, 三連複, 1  2  6, 38, 235, 0.162, 91
01_桐　生-08R, 三連単, 1  2  6, 38, 366, 0.104, 28
01_桐　生-09R, 三連複, 1  2  6, 2, 235, 0.009, 148
01_桐　生-09R, 三連単, 1  2  6, 2, 366, 0.005, 56
01_桐　生-10R, 三連複, 1  2  6, 20, 235, 0.085, 98
01_桐　生-10R, 三連単, 1  2  6, 85, 366, 0.232, 49
01_桐　生-11R, 三連複, 1  2  6, 5, 235, 0.021, 114
01_桐　生-11R, 三連単, 1  2  6, 5, 366, 0.014, 52
01_桐　生-12R, 三連複, 1  2  6, 12, 235, 0.051, 133
01_桐　生-12R, 三連単, 1  2  6, 12, 366, 0.033, 72
01_桐　生-01R, 拡連複, 1  3, 2, 34, 0.059, 431
01_桐　生-01R, 二連複, 1  3, 7, 73, 0.096, 125
01_桐　生-01R, 二連単, 1  3, 15, 147, 0.102, 81
01_桐　生-02R, 拡連複, 1  3, 1, 34, 0.029, 575
01_桐　生-02R, 二連複, 1  3, 1, 73, 0.014, 228
01_桐　生-02R, 二連単, 1  3, 1, 147, 0.007, 139
01_桐　生-03R, 拡連複, 1  3, 1, 34, 0.029, 578
01_桐　生-03R, 二連複, 1  3, 11, 73, 0.151, 245
01_桐　生-03R, 二連単, 1  3, 11, 147, 0.075, 137
01_桐　生-04R, 拡連複, 1  3, 6, 34, 0.176, 536
01_桐　生-04R, 二連複, 1  3, 8, 73, 0.11, 231
01_桐　生-04R, 二連単, 1  3, 8, 147, 0.054, 133
01_桐　生-05R, 拡連複, 1  3, 1, 34, 0.029, 570
01_桐　生-05R, 二連複, 1  3, 1, 73, 0.014, 227
01_桐　生-05R, 二連単, 1  3, 1, 147, 0.007, 137
01_桐　生-06R, 拡連複, 1  3, 0, 34, 0, 810
01_桐　生-06R, 二連複, 1  3, 0, 73, 0, 426
01_桐　生-06R, 二連単, 1  3, 0, 147, 0, 350
01_桐　生-07R, 拡連複, 1  3, 6, 34, 0.176, 609
01_桐　生-07R, 二連複, 1  3, 21, 73, 0.288, 268
01_桐　生-07R, 二連単, 1  3, 31, 147, 0.211, 178
01_桐　生-08R, 拡連複, 1  3, 2, 34, 0.059, 538
01_桐　生-08R, 二連複, 1  3, 6, 73, 0.082, 232
01_桐　生-08R, 二連単, 1  3, 6, 147, 0.041, 152
01_桐　生-09R, 拡連複, 1  3, 3, 34, 0.088, 673
01_桐　生-09R, 二連複, 1  3, 5, 73, 0.068, 298
01_桐　生-09R, 二連単, 1  3, 5, 147, 0.034, 208
01_桐　生-10R, 拡連複, 1  3, 1, 34, 0.029, 698
01_桐　生-10R, 二連複, 1  3, 8, 73, 0.11, 337
01_桐　生-10R, 二連単, 1  3, 8, 147, 0.054, 241
01_桐　生-11R, 拡連複, 1  3, 0, 34, 0, 738
01_桐　生-11R, 二連複, 1  3, 0, 73, 0, 355
01_桐　生-11R, 二連単, 1  3, 0, 147, 0, 273
01_桐　生-12R, 拡連複, 1  3, 3, 34, 0.088, 781
01_桐　生-12R, 二連複, 1  3, 5, 73, 0.068, 371
01_桐　生-12R, 二連単, 1  3, 5, 147, 0.034, 264
01_桐　生-01R, 三連単, 1  3  2, 56, 317, 0.177, 19
01_桐　生-02R, 三連単, 1  3  2, 2, 317, 0.006, 49
01_桐　生-03R, 三連単, 1  3  2, 36, 317, 0.114, 46
01_桐　生-04R, 三連単, 1  3  2, 76, 317, 0.24, 41
01_桐　生-05R, 三連単, 1  3  2, 55, 317, 0.174, 37
01_桐　生-06R, 三連単, 1  3  2, 0, 317, 0, 120
